Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.003s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.067s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.004s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.043s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.002s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.042s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.004s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.015s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.002s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.140s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.005s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.108s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.003s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.052s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.004s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.023s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.004s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:43,25-08-2024 16:07:44,0.415s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.004s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.017s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.003s,PASSED
"if (personalEmail == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:43,25-08-2024 16:07:44,0.371s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.679s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.032s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.005s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.019s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.002s,PASSED
"if (personalEmail == """")",,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.001s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.570s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:44,25-08-2024 16:07:45,0.464s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.005s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.001s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.020s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.001s,PASSED
"if (personalEmail == """")",,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.001s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:44,25-08-2024 16:07:44,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:44,25-08-2024 16:07:45,0.374s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.403s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.016s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.031s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.002s,PASSED
"if (personalEmail == """")",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.001s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.272s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.047s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.001s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.004s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.021s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.003s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.001s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.039s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.001s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.004s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.014s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.002s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.001s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.040s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.003s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.001s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.017s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.002s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:45,25-08-2024 16:07:46,0.043s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.001s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.005s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.017s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:45,25-08-2024 16:07:45,0.001s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:45,25-08-2024 16:07:46,0.001s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.064s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.003s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.038s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.002s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.001s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.475s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.001s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.005s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.038s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.002s,PASSED
"if (personalEmail == """")",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.001s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.399s,FAILED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.344s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.004s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.019s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.001s,PASSED
"if (personalEmail == """")",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.001s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.001s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.228s,FAILED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.038s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.004s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.014s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.003s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:46,25-08-2024 16:07:46,0.001s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.220s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.004s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.015s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.002s,PASSED
"if (personalEmail == """")",,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.001s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.183s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.230s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:47,25-08-2024 16:07:47,0.004s,PASSED
